val_ids,dumbpredwtags,val_gt_size,dumbprednotags,dumbpredselect,dumbpredselect2,dumbprednotags2,proposal_size
Case19_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[140568,6888]"
Case19_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[144815,2641]"
Case19_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146933,523]"
Case19_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case19_4.nii,"[140225, 8000]","[147577.0, 648.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141661,5795]"
Case19_5.nii,"[140225, 8000]","[147104.0, 1121.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141263,6193]"
Case19_6.nii,"[140225, 8000]","[146232.0, 1993.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[137289,10167]"
Case19_7.nii,"[140225, 8000]","[145012.0, 3213.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140200,7256]"
Case19_8.nii,"[140225, 8000]","[144493.0, 3732.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141010,6446]"
Case19_9.nii,"[140225, 8000]","[144639.0, 3586.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143585,3871]"
Case20_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[146926,530]"
Case20_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[139265,8191]"
Case20_10.nii,"[140225, 8000]","[138477.0, 9748.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146563,893]"
Case20_11.nii,"[140225, 8000]","[138637.0, 9588.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147454,2]"
Case20_12.nii,"[140225, 8000]","[139566.0, 8659.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139404,8052]"
Case20_13.nii,"[140225, 8000]","[141129.0, 7096.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144848,2608]"
Case20_14.nii,"[140225, 8000]","[142369.0, 5856.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146615,841]"
Case20_15.nii,"[140225, 8000]","[144469.0, 3756.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142496,4960]"
Case20_16.nii,"[140225, 8000]","[146094.0, 2131.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144643,2813]"
Case20_17.nii,"[140225, 8000]","[146483.0, 1742.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147279,177]"
Case20_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[143680,3776]"
Case20_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[144421,3035]"
Case20_2.nii,"[140225, 8000]","[146468.0, 1757.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145741,1715]"
Case20_3.nii,"[140225, 8000]","[144805.0, 3420.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[137410,10046]"
Case20_4.nii,"[140225, 8000]","[143895.0, 4330.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141051,6405]"
Case20_5.nii,"[140225, 8000]","[142410.0, 5815.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case20_6.nii,"[140225, 8000]","[141351.0, 6874.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142949,4507]"
Case20_7.nii,"[140225, 8000]","[140239.0, 7986.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140108,7348]"
Case20_8.nii,"[140225, 8000]","[139799.0, 8426.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143455,4001]"
Case20_9.nii,"[140225, 8000]","[139009.0, 9216.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138161,9295]"
Case21_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140878,6578]"
Case21_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142072,5384]"
Case21_10.nii,"[140225, 8000]","[141541.0, 6684.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145173,2283]"
Case21_11.nii,"[140225, 8000]","[141751.0, 6474.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138297,9159]"
Case21_12.nii,"[140225, 8000]","[143771.0, 4454.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144585,2871]"
Case21_13.nii,"[140225, 8000]","[144807.0, 3418.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143406,4050]"
Case21_14.nii,"[140225, 8000]","[145714.0, 2511.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139462,7994]"
Case21_15.nii,"[140225, 8000]","[147213.0, 1012.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144282,3174]"
Case21_16.nii,"[140225, 8000]","[147852.0, 373.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142793,4663]"
Case21_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145616,1840]"
Case21_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142341,5115]"
Case21_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[141275,6181]"
Case21_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142702,4754]"
Case21_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145674,1782]"
Case21_4.nii,"[140225, 8000]","[146801.0, 1424.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143531,3925]"
Case21_5.nii,"[140225, 8000]","[144883.0, 3342.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144981,2475]"
Case21_6.nii,"[140225, 8000]","[143482.0, 4743.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146262,1194]"
Case21_7.nii,"[140225, 8000]","[143093.0, 5132.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139008,8448]"
Case21_8.nii,"[140225, 8000]","[142173.0, 6052.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140331,7125]"
Case21_9.nii,"[140225, 8000]","[141814.0, 6411.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145092,2364]"
Case22_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140789,6667]"
Case22_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147299,157]"
Case22_10.nii,"[140225, 8000]","[140066.0, 8159.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case22_11.nii,"[140225, 8000]","[140487.0, 7738.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case22_12.nii,"[140225, 8000]","[141531.0, 6694.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147450,6]"
Case22_13.nii,"[140225, 8000]","[142428.0, 5797.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144585,2871]"
Case22_14.nii,"[140225, 8000]","[144157.0, 4068.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147387,69]"
Case22_15.nii,"[140225, 8000]","[145949.0, 2276.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[137766,9690]"
Case22_16.nii,"[140225, 8000]","[146499.0, 1726.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147398,58]"
Case22_17.nii,"[140225, 8000]","[147785.0, 440.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141085,6371]"
Case22_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145129,2327]"
Case22_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[140370,7086]"
Case22_2.nii,"[140225, 8000]","[146798.0, 1427.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[139090,8366]"
Case22_3.nii,"[140225, 8000]","[146514.0, 1711.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144192,3264]"
Case22_4.nii,"[140225, 8000]","[145512.0, 2713.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146803,653]"
Case22_5.nii,"[140225, 8000]","[144185.0, 4040.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138796,8660]"
Case22_6.nii,"[140225, 8000]","[142764.0, 5461.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145516,1940]"
Case22_7.nii,"[140225, 8000]","[141557.0, 6668.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140110,7346]"
Case22_8.nii,"[140225, 8000]","[140378.0, 7847.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144497,2959]"
Case22_9.nii,"[140225, 8000]","[139992.0, 8233.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141857,5599]"
Case23_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146401,1055]"
Case23_1.nii,"[140225, 8000]","[147104.0, 1121.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139883,7573]"
Case23_10.nii,"[140225, 8000]","[140251.0, 7974.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case23_11.nii,"[140225, 8000]","[140431.0, 7794.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140049,7407]"
Case23_12.nii,"[140225, 8000]","[140708.0, 7517.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145825,1631]"
Case23_13.nii,"[140225, 8000]","[140546.0, 7679.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140926,6530]"
Case23_14.nii,"[140225, 8000]","[141519.0, 6706.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143055,4401]"
Case23_15.nii,"[140225, 8000]","[142721.0, 5504.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140521,6935]"
Case23_16.nii,"[140225, 8000]","[143118.0, 5107.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146916,540]"
Case23_17.nii,"[140225, 8000]","[143949.0, 4276.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143559,3897]"
Case23_18.nii,"[140225, 8000]","[144157.0, 4068.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144609,2847]"
Case23_19.nii,"[140225, 8000]","[145888.0, 2337.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143072,4384]"
Case23_2.nii,"[140225, 8000]","[146105.0, 2120.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147278,178]"
Case23_3.nii,"[140225, 8000]","[144130.0, 4095.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145078,2378]"
Case23_4.nii,"[140225, 8000]","[142788.0, 5437.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145631,1825]"
Case23_5.nii,"[140225, 8000]","[141996.0, 6229.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138651,8805]"
Case23_6.nii,"[140225, 8000]","[141156.0, 7069.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147140,316]"
Case23_7.nii,"[140225, 8000]","[140520.0, 7705.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145725,1731]"
Case23_8.nii,"[140225, 8000]","[140195.0, 8030.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145043,2413]"
Case23_9.nii,"[140225, 8000]","[140283.0, 7942.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141586,5870]"
Case24_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145056,2400]"
Case24_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141105,6351]"
Case24_10.nii,"[140225, 8000]","[141231.0, 6994.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145782,1674]"
Case24_11.nii,"[140225, 8000]","[141441.0, 6784.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147121,335]"
Case24_12.nii,"[140225, 8000]","[142004.0, 6221.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145195,2261]"
Case24_13.nii,"[140225, 8000]","[144190.0, 4035.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140830,6626]"
Case24_14.nii,"[140225, 8000]","[144288.0, 3937.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145519,1937]"
Case24_15.nii,"[140225, 8000]","[145158.0, 3067.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138317,9139]"
Case24_16.nii,"[140225, 8000]","[145880.0, 2345.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144994,2462]"
Case24_17.nii,"[140225, 8000]","[147101.0, 1124.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147312,144]"
Case24_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141262,6194]"
Case24_2.nii,"[140225, 8000]","[146959.0, 1266.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146894,562]"
Case24_3.nii,"[140225, 8000]","[145953.0, 2272.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142064,5392]"
Case24_4.nii,"[140225, 8000]","[145703.0, 2522.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144502,2954]"
Case24_5.nii,"[140225, 8000]","[144610.0, 3615.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145344,2112]"
Case24_6.nii,"[140225, 8000]","[143618.0, 4607.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147433,23]"
Case24_7.nii,"[140225, 8000]","[142514.0, 5711.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145174,2282]"
Case24_8.nii,"[140225, 8000]","[142304.0, 5921.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145319,2137]"
Case24_9.nii,"[140225, 8000]","[141422.0, 6803.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140080,7376]"
Case25_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142311,5145]"
Case25_1.nii,"[140225, 8000]","[147723.0, 502.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139950,7506]"
Case25_10.nii,"[140225, 8000]","[140640.0, 7585.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141605,5851]"
Case25_11.nii,"[140225, 8000]","[140911.0, 7314.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case25_12.nii,"[140225, 8000]","[141458.0, 6767.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141071,6385]"
Case25_13.nii,"[140225, 8000]","[141866.0, 6359.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case25_14.nii,"[140225, 8000]","[142278.0, 5947.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case25_15.nii,"[140225, 8000]","[142131.0, 6094.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140416,7040]"
Case25_16.nii,"[140225, 8000]","[142826.0, 5399.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141977,5479]"
Case25_17.nii,"[140225, 8000]","[143487.0, 4738.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147421,35]"
Case25_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140884,6572]"
Case25_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140726,6730]"
Case25_2.nii,"[140225, 8000]","[146722.0, 1503.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[140242,7214]"
Case25_3.nii,"[140225, 8000]","[145506.0, 2719.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[142311,5145]"
Case25_4.nii,"[140225, 8000]","[144214.0, 4011.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[146623,833]"
Case25_5.nii,"[140225, 8000]","[143118.0, 5107.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147066,390]"
Case25_6.nii,"[140225, 8000]","[142077.0, 6148.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147240,216]"
Case25_7.nii,"[140225, 8000]","[140277.0, 7948.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143451,4005]"
Case25_8.nii,"[140225, 8000]","[139760.0, 8465.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138501,8955]"
Case25_9.nii,"[140225, 8000]","[138849.0, 9376.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[138579,8877]"
Case26_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[144350,3106]"
Case26_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146704,752]"
Case26_10.nii,"[140225, 8000]","[139476.0, 8749.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145696,1760]"
Case26_11.nii,"[140225, 8000]","[139412.0, 8813.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145389,2067]"
Case26_12.nii,"[140225, 8000]","[139819.0, 8406.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case26_13.nii,"[140225, 8000]","[141639.0, 6586.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case26_14.nii,"[140225, 8000]","[144290.0, 3935.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142622,4834]"
Case26_15.nii,"[140225, 8000]","[145252.0, 2973.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[138589,8867]"
Case26_16.nii,"[140225, 8000]","[147659.0, 566.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case26_17.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139763,7693]"
Case26_18.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141093,6363]"
Case26_19.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[134642,12814]"
Case26_2.nii,"[140225, 8000]","[146979.0, 1246.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[139544,7912]"
Case26_3.nii,"[140225, 8000]","[146354.0, 1871.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[145672,1784]"
Case26_4.nii,"[140225, 8000]","[145420.0, 2805.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146106,1350]"
Case26_5.nii,"[140225, 8000]","[144513.0, 3712.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]"
Case26_6.nii,"[140225, 8000]","[143369.0, 4856.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146707,749]"
Case26_7.nii,"[140225, 8000]","[141401.0, 6824.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case26_8.nii,"[140225, 8000]","[140625.0, 7600.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145963,1493]"
Case26_9.nii,"[140225, 8000]","[139936.0, 8289.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[136560,10896]"
Case27_0.nii,"[140225, 8000]","[144806.0, 3419.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147124,332]"
Case27_1.nii,"[140225, 8000]","[143518.0, 4707.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[136154,11302]"
Case27_10.nii,"[140225, 8000]","[142750.0, 5475.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147258,198]"
Case27_11.nii,"[140225, 8000]","[144828.0, 3397.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case27_12.nii,"[140225, 8000]","[146658.0, 1567.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142314,5142]"
Case27_13.nii,"[140225, 8000]","[147256.0, 969.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[143342,4114]"
Case27_14.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147456,0]"
Case27_2.nii,"[140225, 8000]","[141441.0, 6784.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147439,17]"
Case27_3.nii,"[140225, 8000]","[139098.0, 9127.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[141319,6137]"
Case27_4.nii,"[140225, 8000]","[138013.0, 10212.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144544,2912]"
Case27_5.nii,"[140225, 8000]","[136858.0, 11367.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145755,1701]"
Case27_6.nii,"[140225, 8000]","[136785.0, 11440.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145852,1604]"
Case27_7.nii,"[140225, 8000]","[136524.0, 11701.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140492,6964]"
Case27_8.nii,"[140225, 8000]","[137318.0, 10907.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[141083,6373]"
Case27_9.nii,"[140225, 8000]","[141160.0, 7065.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147413,43]"
Case28_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143250,4206]"
Case28_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case28_10.nii,"[140225, 8000]","[139969.0, 8256.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[145608,1848]"
Case28_11.nii,"[140225, 8000]","[140482.0, 7743.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case28_12.nii,"[140225, 8000]","[141041.0, 7184.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[142053,5403]"
Case28_13.nii,"[140225, 8000]","[143828.0, 4397.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140427,7029]"
Case28_14.nii,"[140225, 8000]","[144480.0, 3745.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146596,860]"
Case28_15.nii,"[140225, 8000]","[145614.0, 2611.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140183,7273]"
Case28_16.nii,"[140225, 8000]","[145757.0, 2468.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142428,5028]"
Case28_17.nii,"[140225, 8000]","[147272.0, 953.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[143407,4049]"
Case28_18.nii,"[140225, 8000]","[147298.0, 927.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[145991,1465]"
Case28_19.nii,"[140225, 8000]","[147636.0, 589.0]","[140225, 8000]","[148225, 0]","[148225, 0]","[140225, 8000]","[147439,17]"
Case28_2.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[143872,3584]"
Case28_3.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147111,345]"
Case28_4.nii,"[140225, 8000]","[147262.0, 963.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[142492,4964]"
Case28_5.nii,"[140225, 8000]","[145835.0, 2390.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[147435,21]"
Case28_6.nii,"[140225, 8000]","[143685.0, 4540.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[135689,11767]"
Case28_7.nii,"[140225, 8000]","[142307.0, 5918.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[147456,0]"
Case28_8.nii,"[140225, 8000]","[141339.0, 6886.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[146251,1205]"
Case28_9.nii,"[140225, 8000]","[140605.0, 7620.0]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[140225, 8000]","[144561,2895]"
Case29_0.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[137640,9816]"
Case29_1.nii,"[148225, 0]","[148225.0, 0.0]","[140225, 8000]","[0, 0]","[0, 0]","[140225, 8000]","[146301,1155]"
